source,paper_id,title,abstract,year,authors,venue,url,pdf_url,doi,citation_count,similarity,score
SemanticScholar,1be821f865e172bb8e5da800096c25142f494f4b,Decentring the discoverer: how AI helps us rethink scientific discovery,"This paper investigates how intuitions about scientific discovery using artificial intelligence (AI) can be used to improve our understanding of scientific discovery more generally. Traditional accounts of discovery have been agent-centred: they place emphasis on identifying a specific agent who is responsible for conducting all, or at least the important part, of a discovery process. We argue that these accounts experience difficulties capturing scientific discovery involving AI and that similar issues arise for human discovery. We propose an alternative, collective-centred view as superior for understanding discovery, with and without AI. This view maintains that discovery is performed by a collective of agents and entities, each making contributions that differ in significance and character, and that attributing credit for discovery depends on various finer-grained properties of the contributions made. Detailing its conceptual resources, we argue that this view is considerably more compelling than its agent-centred alternative. Considering and responding to several theoretical and practical challenges, we point to concrete avenues for further developing the view we propose.",2022,"['Elinor Clark', 'Donal Khosrowi']",Synthese,https://www.semanticscholar.org/paper/1be821f865e172bb8e5da800096c25142f494f4b,https://link.springer.com/content/pdf/10.1007/s11229-022-03902-9.pdf,10.1007/s11229-022-03902-9,12,0.6203385591506958,0.5715474992137544
SemanticScholar,7778c3dc1ca422cd87c6482cfc451a29ec941e5f,Accelerating Drug Discovery Through Agentic AI: A Multi-Agent Approach to Laboratory Automation in the DMTA Cycle,"The pharmaceutical industry faces unprecedented challenges in drug discovery, with traditional approaches struggling to meet modern therapeutic development demands. This paper introduces a novel AI framework, Tippy, that transforms laboratory automation through specialized AI agents operating within the Design-Make-Test-Analyze (DMTA) cycle. Our multi-agent system employs five specialized agents - Supervisor, Molecule, Lab, Analysis, and Report, with Safety Guardrail oversight - each designed to excel in specific phases of the drug discovery pipeline. Tippy represents the first production-ready implementation of specialized AI agents for automating the DMTA cycle, providing a concrete example of how AI can transform laboratory workflows. By leveraging autonomous AI agents that reason, plan, and collaborate, we demonstrate how Tippy accelerates DMTA cycles while maintaining scientific rigor essential for pharmaceutical research. The system shows significant improvements in workflow efficiency, decision-making speed, and cross-disciplinary coordination, offering a new paradigm for AI-assisted drug discovery.",2025,"['Yao Fehlis', 'Charles Crain', 'Aidan Jensen', 'Michael Watson', 'James Juhasz', 'Paul Mandel', 'Betty Liu', 'Shawn Mahon', 'Daren Wilson', 'Nick Lynch-Jonely', 'Ben Leedom', 'David Fuller']",arXiv.org,https://www.semanticscholar.org/paper/7778c3dc1ca422cd87c6482cfc451a29ec941e5f,,10.48550/arXiv.2507.09023,3,0.6226444244384766,0.5715195012562055
GoogleScholar,https://iopscience.iop.org/article/10.1149/2.F09252IF/meta,Agentic Assistant for Materials Scientists,"… The reliability of using LLM directly for scientific discovery (… an elevated level of autonomy by using an AI agent for the … , freeing the scientist to work in areas in which LLM or AI may …",2025,[],,https://iopscience.iop.org/article/10.1149/2.F09252IF/meta,,,1,0.6743138432502747,0.5672555661436209
GoogleScholar,https://link.springer.com/content/pdf/10.1007/978-3-031-90026-6.pdf,Agentic AI,"… In this book, the author provides an excellent exploration of AI agents, their … facets of AI, the emergence of agentic AI systems has paved the way for a new paradigm, where autonomous, …",2025,[],,https://link.springer.com/content/pdf/10.1007/978-3-031-90026-6.pdf,,,3,0.609138011932373,0.5647662950031538
SemanticScholar,a485c19c367bdd4d66fbaf4e48cb77812014da62,AGENTIC AI - THE RISE OF AUTONOMOUS INTELLIGENT AGENTS IN THE ERA OF LLMS,"Agentic AI refers to AI systems that autonomously set and act towards these goals over time. The emergence of large language models (LLMs) has renewed interest in agentic architectures as LLMs are a “brain” that provides human-level reasoning capability for agents. This survey reviews the state of the agentic AI research area. We examine agentic AI’s definition and historical foundations, the theoretical underpinnings of agency, system architectures, and applications. We consider some of the leading LLM-agenting frameworks (Auto-GPT, BabyAGI, LangChain agents) and the essential components that facilitate agency, e.g., memory, planning, tool usage, and feedback mechanisms. We evaluate benchmarks for agents (AgentBench and TheAgentCompany), and outline applications in various domains from software engineering to scientific discovery. We discuss major challenges faced by agentic AI (alignment, control, interpretability, safety), and the potential paths forward, including metrics for agency, dynamic alignment mechanisms, and governance. Throughout, we illustrate how agentic AI takes us further along the journey from narrow AI to general, goal-driven autonomy.",2025,"['Sai Teja Erukude', 'Suhasnadh Reddy Veluru', 'Viswa Chaitanya Marella']",Indian Journal of Computer Science and Engineering,https://www.semanticscholar.org/paper/a485c19c367bdd4d66fbaf4e48cb77812014da62,,10.21817/indjcse/2025/v16i1/251602024,1,0.6551316976547241,0.5576644933458457
SemanticScholar,04dfe87495b6df0d1ed805deabefc9a8f0c9a06a,Autonomous Microscopy Experiments through Large Language Model Agents,"Large language models (LLMs) are revolutionizing self driving laboratories (SDLs) for materials research, promising unprecedented acceleration of scientific discovery. However, current SDL implementations rely on rigid protocols that fail to capture the adaptability and intuition of expert scientists in dynamic experimental settings. We introduce Artificially Intelligent Lab Assistant (AILA), a framework automating atomic force microscopy through LLM driven agents. Further, we develop AFMBench a comprehensive evaluation suite challenging AI agents across the complete scientific workflow from experimental design to results analysis. We find that state of the art models struggle with basic tasks and coordination scenarios. Notably, Claude 3.5 sonnet performs unexpectedly poorly despite excelling in materials domain question answering (QA) benchmarks, revealing that domain specific QA proficiency does not necessarily translate to effective agentic capabilities. Additionally, we observe that LLMs can deviate from instructions, raising safety alignment concerns for SDL applications. Our ablations reveal that multi agent frameworks outperform single-agent architectures. We also observe significant prompt fragility, where slight modifications in prompt structure cause substantial performance variations in capable models like GPT 4o. Finally, we evaluate AILA's effectiveness in increasingly advanced experiments AFM calibration, feature detection, mechanical property measurement, graphene layer counting, and indenter detection. Our findings underscore the necessity for rigorous benchmarking protocols and prompt engineering strategies before deploying AI laboratory assistants in scientific research environments.",2024,"['Indrajeet Mandal', 'Jitendra Soni', 'Mohd Zaki', 'M. Smedskjaer', 'Katrin Wondraczek', 'Lothar Wondraczek', 'N. Gosvami', 'N. M. A. Krishnan']",arXiv.org,https://www.semanticscholar.org/paper/04dfe87495b6df0d1ed805deabefc9a8f0c9a06a,,10.48550/arXiv.2501.10385,3,0.6250549554824829,0.5560581001115421
GoogleScholar,https://al-kindipublishers.org/index.php/jcsts/article/view/9781,Designing the Mind: How Agentic Frameworks Are Shaping the Future of AI Behavior,"… through enhanced autonomy and contextual reasoning. The transition from narrow, taskspecific systems to integrated agentic architectures has enabled breakthroughs in domains …",2025,[],,https://al-kindipublishers.org/index.php/jcsts/article/view/9781,,,2,0.6089654564857483,0.5521879511272071
SemanticScholar,04a8d300d3ff12e94bff022f046d608e7fe66787,Open-ended Scientific Discovery via Bayesian Surprise,"The promise of autonomous scientific discovery (ASD) hinges not only on answering questions, but also on knowing which questions to ask. Most recent works in ASD explore the use of large language models (LLMs) in goal-driven settings, relying on human-specified research questions to guide hypothesis generation. However, scientific discovery may be accelerated further by allowing the AI system to drive exploration by its own criteria. The few existing approaches in open-ended ASD select hypotheses based on diversity heuristics or subjective proxies for human interestingness, but the former struggles to meaningfully navigate the typically vast hypothesis space, and the latter suffers from imprecise definitions. This paper presents AutoDS -- a method for open-ended ASD that instead drives scientific exploration using Bayesian surprise. Here, we quantify the epistemic shift from the LLM's prior beliefs about a hypothesis to its posterior beliefs after gathering experimental results. To efficiently explore the space of nested hypotheses, our method employs a Monte Carlo tree search (MCTS) strategy with progressive widening using surprisal as the reward function. We evaluate AutoDS in the setting of data-driven discovery across 21 real-world datasets spanning domains such as biology, economics, finance, and behavioral science. Our results demonstrate that under a fixed budget, AutoDS substantially outperforms competitors by producing 5--29\% more discoveries deemed surprising by the LLM. Our human evaluation further finds that two-thirds of AutoDS discoveries are surprising to the domain experts, suggesting this is an important step forward towards building open-ended ASD systems.",2025,"['Dhruv Agarwal', 'Bodhisattwa Prasad Majumder', 'Reece Adamson', 'Megha Chakravorty', 'Satvika Reddy Gavireddy', 'Aditya Parashar', 'Harshit Surana', 'Bhavana Dalvi', 'Andrew McCallum', 'Ashish Sabharwal', 'Peter Clark']",arXiv.org,https://www.semanticscholar.org/paper/04a8d300d3ff12e94bff022f046d608e7fe66787,,10.48550/arXiv.2507.00310,1,0.6413770318031311,0.5507871604200492
SemanticScholar,f4509f4f57e50adbb65990253e84b56668af6211,A Grassroots Network and Community Roadmap for Interconnected Autonomous Science Laboratories for Accelerated Discovery,"Scientific discovery is being revolutionized by AI and autonomous systems, yet current autonomous laboratories remain isolated islands unable to collaborate across institutions. We present the Autonomous Interconnected Science Lab Ecosystem (AISLE), a grassroots network transforming fragmented capabilities into a unified system that shorten the path from ideation to innovation to impact and accelerates discovery from decades to months. AISLE addresses five critical dimensions: (1) cross-institutional equipment orchestration, (2) intelligent data management with FAIR compliance, (3) AI-agent driven orchestration grounded in scientific principles, (4) interoperable agent communication interfaces, and (5) AI/ML-integrated scientific education. By connecting autonomous agents across institutional boundaries, autonomous science can unlock research spaces inaccessible to traditional approaches while democratizing cutting-edge technologies. This paradigm shift toward collaborative autonomous science promises breakthroughs in sustainable energy, materials development, and public health.",2025,"['Rafael Ferreira da Silva', 'M. Abolhasani', 'Dionysios A. Antonopoulos', 'Laura Biven', 'Ryan N. Coffee', 'Ian T. Foster', 'Leslie Hamilton', 'S. Jha', 'Theresa Mayer', 'Benjamin Mintz', 'Robert G. Moore', 'Sal Nimer', 'Noah Paulson', 'Woong Shin', 'Frédéric Suter', 'Mitra Taheri', 'Michela Taufer', 'Newell R. Washburn']",arXiv.org,https://www.semanticscholar.org/paper/f4509f4f57e50adbb65990253e84b56668af6211,,10.48550/arXiv.2506.17510,1,0.6248080730438232,0.5425026810403952
SemanticScholar,ed91f9a54562cbb27040e19512d3baf97495c603,"Towards Agentic AI for Science Hypothesis Generation, Comprehension, Quantification, and Validation","AI is revolutionizing scientific discovery by connecting seemingly unrelated fields - from mechanics to biology, and science to art. However, how can we build AI models that don't merely retrieve information but make new discoveries, going beyond interpolation to extrapolate to reason over never-before-seen scenarios and concepts? In this talk we describe how a new generation of physics-aware AI is breaking traditional boundaries through: Innovative graph-based generative AI combining physics and data-driven modeling Biologically-inspired neural structures that adapt dynamically Multi-agent systems that mirror natural systems Through practical case studies, I will present how this technology transforms materials science across scales - from silk and collagen to biomineralized materials - with direct applications in medicine, food systems, and agriculture. The versatility in agent development allows for expertise in diverse domains, including knowledge retrieval, protein structure analysis, physics-based simulations, and results analysis, is presented. The dynamic collaboration between agents, empowered by LLMs that can reason over sequences, data, images, and text, provides a versatile approach to tackling protein design and analysis problems, as demonstrated through diverse examples in this study.",2025,['Markus J. Buehler'],The Web Conference,https://www.semanticscholar.org/paper/ed91f9a54562cbb27040e19512d3baf97495c603,,10.1145/3701716.3718485,0,0.6749694347381592,0.5374847173690795
SemanticScholar,1b88d9c512df73969361770fbedb090e879cc6b9,Designing an Agentic AI Assistant for Chemical Discovery,,2025,"['Siya Kunde', 'Stephanie Houde', 'Rachel K. E. Bellamy']",IUI Workshops,https://www.semanticscholar.org/paper/1b88d9c512df73969361770fbedb090e879cc6b9,,,0,0.660437285900116,0.5302186429500579
SemanticScholar,a4c8bbf8419e5dda43a799db1aa31461caf045ee,Accelerating Manufacturing Scale-Up from Material Discovery Using Agentic Web Navigation and Retrieval-Augmented AI for Process Engineering Schematics Design,"Process Flow Diagrams (PFDs) and Process and Instrumentation Diagrams (PIDs) are critical tools for industrial process design, control, and safety. However, the generation of precise and regulation-compliant diagrams remains a significant challenge, particularly in scaling breakthroughs from material discovery to industrial production in an era of automation and digitalization. This paper introduces an autonomous agentic framework to address these challenges through a twostage approach involving knowledge acquisition and generation. The framework integrates specialized sub-agents for retrieving and synthesizing multimodal data from publicly available online sources and constructs ontological knowledge graphs using a Graph Retrieval-Augmented Generation (Graph RAG) paradigm. These capabilities enable the automation of diagram generation and open-domain question answering (ODQA) tasks with high contextual accuracy. Extensive empirical experiments demonstrate the frameworks ability to deliver regulation-compliant diagrams with minimal expert intervention, highlighting its practical utility for industrial applications.",2024,"['Sakhinana Sagar Srinivas', 'Akash Das', 'Shivam Gupta', 'Venkataramana Runkana']",arXiv.org,https://www.semanticscholar.org/paper/a4c8bbf8419e5dda43a799db1aa31461caf045ee,,10.48550/arXiv.2412.05937,3,0.569030225276947,0.5280457350087742
SemanticScholar,d6f60f468656ac357314388b0239112d03304ae1,Enterprise API & Platform Strategy in the era of Agentic AI,"This research paper investigates the critical importance of robust API and platform strategies for enterprises adapting to the proliferation of agentic AI, wherein AI systems autonomously execute tasks with limited human intervention. It addresses the imperative of facilitating seamless communication among AI agents, enterprise data systems, and external applications. The research examines the architectural and performance considerations essential for organizations to maintain competitiveness in this rapidly growing technological landscape of agentic AI projected to expand from $5.1 billion in 2024 to $47.1 billion by 2030. Key elements explored include unified data layer APIs, zero-trust authorization models, event-driven orchestration, and latency-sensitive design. Furthermore, the study considers emerging trends such as AI-powered SDKs, self-optimizing API gateways, autonomous API discovery, and ethical AI governance APIs. The findings emphasize that the adoption of modern API and platform architectures, optimization of performance metrics, and adherence to regulatory mandates are paramount for organizations to fully capitalize on the transformative potential of agentic AI. It is posited that enterprises embracing this paradigm shift will achieve a demonstrable competitive advantage, fostering innovation and operational excellence in the AI-driven future.",2025,['Ashay Satav'],Journal of Computer Science and Technology Studies,https://www.semanticscholar.org/paper/d6f60f468656ac357314388b0239112d03304ae1,,10.32996/jcsts.2025.7.1.28,2,0.5561765432357788,0.5257934945022223
SemanticScholar,3c1a08993d7a38b04c73877609e6657a4cbb2d9a,Toward Automated Scientific Discovery in Hydrology: The Opportunities and Dangers of AI Augmented Research Frameworks,"This commentary explores the potential of artificial intelligence (AI) to transform hydrological modelling workflows. We introduce a prototype AI‐assisted framework called INDRA (Intelligent Network for Dynamic River Analysis) that leverages a multi‐agent architecture composed of specialised large language models (LLMs) to assist in model conceptualization, configuration, execution, and interpretation. INDRA integrates with CONFLUENCE, a comprehensive modelling framework, to provide context‐aware guidance and automation throughout the modelling process. We discuss the opportunities and dangers of AI‐augmented research frameworks, emphasising the importance of maintaining human oversight while harnessing AI's potential to enhance efficiency, reproducibility, and scientific understanding. We argue that AI‐assisted workflows could democratise advanced hydrological modelling, enabling researchers worldwide to address critical water resources challenges, particularly in understudied regions. While acknowledging potential biases and risks, we advocate for responsible AI integration to catalyse a new paradigm in hydrological science.",2025,"['Darri Eythorsson', 'Martyn Clark']",Hydrological Processes,https://www.semanticscholar.org/paper/3c1a08993d7a38b04c73877609e6657a4cbb2d9a,,10.1002/hyp.70065,2,0.5498930811882019,0.5226517634784339
SemanticScholar,e2a0273885d5cc640b6abb883fa2b246f57c11ca,OmniCellAgent: Towards AI Co-Scientists for Scientific Discovery in Precision Medicine,"The convergence of large language models (LLMs), AIagents, and large-scale omic datasets—such as single-cell omics, marks the arrival of a critical inflection point in biomedical research, via autonomous data mining and novel hypothesis generation. However, there is no specifically designed agentic AI model that can systematically integrate large-scale single-cell (sc) RNAseq (covering diverse diseases and cell types), omic data analytic tools, accumulated biomedical knowledge, and literature search to facilitate autonomous scientific discovery in precision medicine. In this study, we develop a novel agentic AI, OmniCellAgent, to empower non-computational-expert users—such as patients and family members, clinicians, and wet-lab researchers—to conduct scRNA-seq data–driven biomedical research like experts, uncovering molecular disease mechanisms and identifying effective precision therapies. The code of omniCellAgent is publicly accessible at: https://fuhailiailab.github.io/.",2025,"['Di Huang', 'Hao Li', 'Wenyu Li', 'Heming Zhang', 'Patricia Dickson', 'Ming Zhan', 'J. P. Miller', 'Carlos Cruchaga', 'Michael Province', 'Yixin Chen', 'Philip R. O. Payne', 'Fuhai Li']",bioRxiv,https://www.semanticscholar.org/paper/e2a0273885d5cc640b6abb883fa2b246f57c11ca,,10.1101/2025.07.31.667797,0,0.6420175433158875,0.5210087716579437
SemanticScholar,bd0e152fb1dacf857077d2390f8816d81c6c06bb,Open Source Planning & Control System with Language Agents for Autonomous Scientific Discovery,"We present a multi-agent system for automation of scientific research tasks, cmbagent (https://github.com/CMBAgents/cmbagent). The system is formed by about 30 Large Language Model (LLM) agents and implements a Planning&Control strategy to orchestrate the agentic workflow, with no human-in-the-loop at any point. Each agent specializes in a different task (performing retrieval on scientific papers and codebases, writing code, interpreting results, critiquing the output of other agents) and the system is able to execute code locally. We successfully apply cmbagent to carry out a PhD level cosmology task (the measurement of cosmological parameters using supernova data) and evaluate its performance on two benchmark sets, finding superior performance over state-of-the-art LLMs. The source code is available on GitHub, demonstration videos are also available, and the system is deployed on HuggingFace and will be available on the cloud.",2025,"['Licong Xu', 'Milind Sarkar', 'A. Lonappan', 'Í. Zubeldia', 'Pablo Villanueva-Domingo', 'Santiago Casas', 'Christian Fidler', 'Chetana Amancharla', 'Ujjwal Tiwari', 'Adrian Bayer', 'Chadi Ait Ekioui', 'Miles Cranmer', 'Adrian Dimitrov', 'J. Fergusson', 'Kahaan Gandhi', 'Sven Krippendorf', 'Andrew Laverick', 'J. Lesgourgues', 'Antony Lewis', 'Thomas Meier', 'B. Sherwin', 'Kristen M. Surrao', 'F. Villaescusa-Navarro', 'Chi Wang', 'Xueqing Xu', 'B. Bolliet']",arXiv.org,https://www.semanticscholar.org/paper/bd0e152fb1dacf857077d2390f8816d81c6c06bb,,10.48550/arXiv.2507.07257,0,0.6347196102142334,0.5173598051071167
SemanticScholar,5500350a2f6cf094555c066550e522f4552e412d,Open-Source Agentic Hybrid RAG Framework for Scientific Literature Review,"The surge in scientific publications challenges traditional review methods, demanding tools that integrate structured metadata with full-text analysis. Hybrid Retrieval Augmented Generation (RAG) systems, combining graph queries with vector search offer promise but are typically static, rely on proprietary tools, and lack uncertainty estimates. We present an agentic approach that encapsulates the hybrid RAG pipeline within an autonomous agent capable of (1) dynamically selecting between GraphRAG and VectorRAG for each query, (2) adapting instruction-tuned generation in real time to researcher needs, and (3) quantifying uncertainty during inference. This dynamic orchestration improves relevance, reduces hallucinations, and promotes reproducibility. Our pipeline ingests bibliometric open-access data from PubMed, arXiv, and Google Scholar APIs, builds a Neo4j citation-based knowledge graph (KG), and embeds full-text PDFs into a FAISS vector store (VS) using the all-MiniLM-L6-v2 model. A Llama-3.3-70B agent selects GraphRAG (translating queries to Cypher for KG) or VectorRAG (combining sparse and dense retrieval with re-ranking). Instruction tuning refines domain-specific generation, and bootstrapped evaluation yields standard deviation for evaluation metrics. On synthetic benchmarks mimicking real-world queries, the Instruction-Tuned Agent with Direct Preference Optimization (DPO) outperforms the baseline, achieving a gain of 0.63 in VS Context Recall and a 0.56 gain in overall Context Precision. Additional gains include 0.24 in VS Faithfulness, 0.12 in both VS Precision and KG Answer Relevance, 0.11 in overall Faithfulness score, 0.05 in KG Context Recall, and 0.04 in both VS Answer Relevance and overall Precision. These results highlight the system's improved reasoning over heterogeneous sources and establish a scalable framework for autonomous, agentic scientific discovery.",2025,"['Aditya Nagori', 'Ricardo Accorsi Casonatto', 'Ayush Gautam', 'Abhinav Manikantha Sai Cheruvu', 'Rishikesan Kamaleswaran']",,https://www.semanticscholar.org/paper/5500350a2f6cf094555c066550e522f4552e412d,,,0,0.63423752784729,0.517118763923645
SemanticScholar,73cd65bba678f27cfc5f25e8bab16cf82a96bf41,AI for Scientific Discovery and a Sustainable Future,"Artificial Intelligence (AI) is a rapidly progressing field, achieving remarkable breakthroughs in areas ranging from computer vision and machine translation to world champion-level Go gameplay, autonomous vehicles, and Chat-GPT. The continuously expanding capabilities of AI present promising opportunities for advancements in various domains. I will discuss our AI research directed at accelerating scientific discovery for a sustainable future. Specifically, I'll delve into our work in the emerging interdisciplinary field of Computational Sustainability, which focuses on developing computational methods to tackle pressing sustainability challenges. I will illustrate examples of computational sustainability challenges, including biodiversity conservation, strategic planning for hydropower dams in the Amazon basin, and the discovery of renewable energy materials. I will highlight cross-computational themes and AI challenges, emphasizing the potential for groundbreaking advancements in our pursuit of a sustainable future.",2023,['C. Gomes'],Annual Conference on Genetic and Evolutionary Computation,https://www.semanticscholar.org/paper/73cd65bba678f27cfc5f25e8bab16cf82a96bf41,,10.1145/3583131.3603396,4,0.5543162822723389,0.5137116961283308
SemanticScholar,c2ca4098763387484a9d4a81a1127204e7aaeab4,Collaborative Agentic AI Needs Interoperability Across Ecosystems,"Collaborative agentic AI is projected to transform entire industries by enabling AI-powered agents to autonomously perceive, plan, and act within digital environments. Yet, current solutions in this field are all built in isolation, and we are rapidly heading toward a landscape of fragmented, incompatible ecosystems. In this position paper, we argue that interoperability, achieved by the adoption of minimal standards, is essential to ensure open, secure, web-scale, and widely-adopted agentic ecosystems. To this end, we devise a minimal architectural foundation for collaborative agentic AI, named Web of Agents, which is composed of four components: agent-to-agent messaging, interaction interoperability, state management, and agent discovery. Web of Agents adopts existing standards and reuses existing infrastructure where possible. With Web of Agents, we take the first but critical step toward interoperable agentic systems and offer a pragmatic path forward before ecosystem fragmentation becomes the norm.",2025,"['Rishi Sharma', 'M. Vos', 'Pradyumna Chari', 'Ramesh Raskar', 'Anne-Marie Kermarrec']",arXiv.org,https://www.semanticscholar.org/paper/c2ca4098763387484a9d4a81a1127204e7aaeab4,,10.48550/arXiv.2505.21550,2,0.5314531326293945,0.5134317891990302
SemanticScholar,84eca847330bd23ce4e2b274fc3bb86f861f7835,Towards the Autonomous Optimization of Urban Logistics: Training Generative AI with Scientific Tools via Agentic Digital Twins and Model Context Protocol,"Optimizing urban freight logistics is critical for developing sustainable, low-carbon cities. Traditional methods often rely on manual coordination of simulation tools, optimization solvers, and expert-driven workflows, limiting their efficiency and scalability. This paper presents an agentic system architecture that leverages the model context protocol (MCP) to orchestrate multi-agent collaboration among scientific tools for autonomous, simulation-informed optimization in urban logistics. The system integrates generative AI agents with domain-specific engines - such as Gurobi for optimization and AnyLogic for agent-based simulation - forming a generative digital twin capable of reasoning, planning, and acting across multimodal freight networks. By incorporating integrated chatbots, retrieval-augmented generation, and structured memory, the framework enables agents to interpret user intent from natural language conversations, retrieve relevant datasets and models, coordinate solvers and simulators, and execute complex workflows. We demonstrate this approach through a freight decarbonization case study, showcasing how MCP enables modular, interoperable, and adaptive agent behavior across diverse toolchains. The results reveal that our system transforms digital twins from static visualizations into autonomous, decision-capable systems, advancing the frontiers of urban operations research. By enabling context-aware, generative agents to operate scientific tools automatically and collaboratively, this framework supports more intelligent, accessible, and dynamic decision-making in transportation planning and smart city management.",2025,"['Haowen Xu', 'Yulin Sun', 'Jose Tupayachi', 'O. Omitaomu', 'Sisi Zlatanov', 'Xueping Li']",arXiv.org,https://www.semanticscholar.org/paper/84eca847330bd23ce4e2b274fc3bb86f861f7835,,10.48550/arXiv.2506.13068,1,0.564253032207489,0.5122251606222281
SemanticScholar,a71c1ba5e7a2bf0631bfeee6922d4efe24f8beba,From Semantic Web and MAS to Agentic AI: A Unified Narrative of the Web of Agents,"The concept of the Web of Agents (WoA), which transforms the static, document-centric Web into an environment of autonomous agents acting on users'behalf, has attracted growing interest as large language models (LLMs) become more capable. However, research in this area is still fragmented across different communities. Contemporary surveys catalog the latest LLM-powered frameworks, while the rich histories of Multi-Agent Systems (MAS) and the Semantic Web are often treated as separate, legacy domains. This fragmentation obscures the intellectual lineage of modern systems and hinders a holistic understanding of the field's trajectory. We present the first comprehensive evolutionary overview of the WoA. We show that modern protocols like A2A and the MCP, are direct evolutionary responses to the well-documented limitations of earlier standards like FIPA standards and OWL-based semantic agents. To systematize this analysis, we introduce a four-axis taxonomy (semantic foundation, communication paradigm, locus of intelligence, discovery mechanism). This framework provides a unified analytical lens for comparing agent architectures across all generations, revealing a clear line of descent where others have seen a disconnect. Our analysis identifies a paradigm shift in the'locus of intelligence': from being encoded in external data (Semantic Web) or the platform (MAS) to being embedded within the agent's core model (LLM). This shift is foundational to modern Agentic AI, enabling the scalable and adaptive systems the WoA has long envisioned. We conclude that while new protocols are essential, they are insufficient for building a robust, open, trustworthy ecosystem. Finally, we argue that the next research frontier lies in solving persistent socio-technical challenges, and we map out a new agenda focused on decentralized identity, economic models, security, and governance for the emerging WoA.",2025,"['Tatiana Petrova', 'Boris Bliznioukov', 'Aleksandr Puzikov', 'Radu State']",arXiv.org,https://www.semanticscholar.org/paper/a71c1ba5e7a2bf0631bfeee6922d4efe24f8beba,,10.48550/arXiv.2507.10644,1,0.5593612790107727,0.50977928402387
